,ReviewID,Page Type,Full Text,Rating,Segments
17172,17173,review,It's much cheaper and reliable than Apple Watch . It's not so complicated to use and very simple. I love it!!!!,5,"['It ' s much cheaper and reliable than Apple Watch .', 'It ' s not so complicated', 'to use and very simple .', 'I love it ! ! ! !']"
17573,17574,review,I am absolutely in love with my Apple Watch! This is probably one of my favorite tech toys. I feel like Dick Tracy!,5,"['I am absolutely in love with my Apple Watch ! This is probably one of my favorite tech toys .', 'I feel like Dick Tracy !']"
17596,17597,review,Apple watch is easy to use and lasts all day on a single charge. Quality of screen is great. Would recommend highly,5,"['Apple watch is easy to use', 'and lasts all day on a single charge .', 'Quality of screen is great .', 'Would recommend highly']"
18541,18542,review,A little slower than apple watch. However the customizations are endless. Always on display make this a real watch.,5,"['A little slower than apple watch .', 'However the customizations are endless .', 'Always on display make this a real watch .']"
18636,18637,review,Works as intended. Not quite Apple Watch level but it does provide the basics and it's fitness tracking is great.,5,"['Works as intended . Not quite Apple Watch level', 'but it does provide the basics', 'and it ' s fitness tracking is great .']"
19686,19687,review,This watch band for my Apple Watch has exceeded my expectations! I love it! It is very comfortable and looks great!,5,"['This watch band for my Apple Watch has exceeded my expectations !', 'I love it !', 'It is very comfortable', 'and looks great !']"
19943,19944,review,Works like it's suppose too! It feels and looks like an Apple Watch but for the fraction of the price! Very nice!,5,"['Works like it ' s suppose too !', 'It feels', 'and looks like an Apple Watch but for the fraction of the price ! Very nice !']"
20687,20688,review,"This watch meets all my needs, less expensive than Apple Watch and works just as well. Very happy with my purchase.",5,"['This watch meets all my needs , less expensive than Apple Watch and works just as well . Very happy with my purchase .']"
21050,21051,review,Used it to adapt an Apple watch USB C charging cable to USB Type A so I wouldn't have to buy a Type C wall adapter.,5,"['Used it to adapt an Apple watch USB C', 'charging cable to USB Type A so', ""I would n't have to buy a Type C wall adapter .""]"
21223,21224,review,This is the perfect smart watch for runners. I have a Apple Watch but it's just to bulky for when I go for a run.,5,"['This is the perfect smart watch for runners .', 'I have a Apple Watch', 'but it ' s just to bulky for when I go for a run .']"
21421,21422,review,My first Apple watch and goes with my first Apple phone. Wonderful and does so much and is stylish and comfortable.,5,"['My first Apple watch', 'and goes with my first Apple phone . Wonderful', 'and does so much', 'and is stylish and comfortable .']"
21512,21513,review,"Love the red color, screen is larger than my original apple watch (had first generation) overall, very happy so far",5,"['Love the red color ,', 'screen is larger than my original apple watch', '( had first generation )', 'overall , very happy so far']"
21559,21560,review,I upgraded from an Apple Watch 3 to the 6. The display is much nicer. Functions are pretty much the same otherwise.,5,"['I upgraded from an Apple Watch 3 to the 6 .', 'The display is much nicer .', 'Functions are pretty much the same otherwise .']"
21633,21634,review,"I purchased this Apple Watch for my son. He wear his watch everyday, so that's telling me he absolutely loves it!!!",5,"['I purchased this Apple Watch for my son .', 'He wear his watch everyday ,', ""so that 's telling me he absolutely loves it ! ! !""]"
22735,22736,review,"I bought this Apple watch for my wife. She loves it. It`s great for work out , walking or just for the basic days .",5,"['I bought this Apple watch for my wife .', 'She loves it .', 'It ` s great for work out ,', 'walking or just for the basic days .']"
22968,22969,review,"Very happy with the Apple watch 3. I replaced my Fitbit Charge so that I could see my Dexcom readings. Works great,",5,"['Very happy with the Apple watch 3 .', 'I replaced my Fitbit Charge so', 'that I could see my Dexcom readings . Works great ,']"
23964,23965,review,Already own an Apple Watch & I got this as a gift for my daughter. We love our watches. Would definitely buy again.,5,"['Already own an Apple Watch & I got this as a gift for my daughter .', 'We love our watches .', 'Would definitely buy again .']"
24769,24770,review,This is my first apple watch. I wanted to get it for fitness tracking and it is the easiest watch I have ever used.,5,"['This is my first apple watch .', 'I wanted to get it for fitness tracking', 'and it is the easiest watch', 'I have ever used .']"
24786,24787,review,This band pairs very nicely with my stainless steel apple watch 4. Very elegant and high quality. Highly recommend.,5,"['This band pairs very nicely with my stainless steel apple watch 4 . Very elegant and high quality .', 'Highly recommend .']"
25203,25204,review,Does not take long to charge and charges my phone iPad and Apple Watch multiple times simultaneous... great product,5,"['Does not take long to charge', 'and charges my phone iPad and Apple Watch multiple times simultaneous ... great product']"
25264,25265,review,"Love my apple watch.. at first was not sure how much I would use it really, but ended up goin above my expectations",5,"['Love my apple watch .. at first was not sure how much I would use it really ,', 'but ended up goin above my expectations']"
25276,25277,review,Love this Fitbit Versa 2 smartwatch.\nIt absolutely helps me keep on track with my activities. \nA wonderful tool !,5,['Love this Fitbit Versa 2 smartwatch.\\nIt absolutely helps me keep on track with my activities . \\nA wonderful tool !']
25657,25658,review,I was able to purchase at a discount when I purchased my new apple watch. It doesn't look like an apple watch band.,5,"['I was able to purchase at a discount', 'when I purchased my new apple watch .', ""It does n't look like an apple watch band .""]"
25663,25664,review,My Fitbit Charge 2 band broke so I needed a new one ASAP. The product arrived promptly and was a nice color (gray).,5,"['My Fitbit Charge 2 band broke', 'so I needed a new one ASAP .', 'The product arrived promptly', 'and was a nice color', '( gray ) .']"
26191,26192,review,Bought this glass cover for my husbands brand new Apple Watch. I highly recommend buying one to protect your watch.,5,"['Bought this glass cover for my husbands brand new Apple Watch .', 'I highly recommend buying one', 'to protect your watch .']"
26275,26276,review,Very smooth. Great features. I really don't need something fancy like the Apple Watch so this is perfect for me !,5,"['Very smooth . Great features .', 'I really', 'don ' t need something', 'fancy like the Apple Watch so this is perfect for me !']"
26605,26606,review,Love the way it looks and it looks cute when wearing it. If they had this for the Apple Watch I'd buy it as well.,5,"['Love the way it looks', 'and it looks cute', 'when wearing it .', 'If they had this for the Apple Watch', 'I ' d buy it as well .']"
26732,26733,review,"Its accurate, easy to use, as well as it is easy to connect the weightscale to your phone , fitbit and Apple watch.",5,"['Its accurate , easy to use ,', 'as well as it is easy to connect the weightscale', 'to your phone , fitbit and Apple watch .']"
26949,26950,review,Bought this for my wife for her birthday. She loved the color! Love the interchangeable straps for the Apple Watch!,5,"['Bought this for my wife for her birthday .', 'She loved the color !', 'Love the interchangeable straps for the Apple Watch !']"
27576,27577,review,"Love the cost, the functionality and the accuracy. I previously had an Apple Watch and love my Garmin so much more!",5,"['Love the cost , the functionality and the accuracy .', 'I previously had an Apple Watch', 'and love my Garmin so much more !']"
27605,27606,review,I bought this as a birthday gift for my daughter and she loves it. Very nice apple watch that has so many features.,5,"['I bought this as a birthday gift for my daughter', 'and she loves it . Very nice apple watch', 'that has so many features .']"
28269,28270,review,This Apple watch proved to be just what I thought it would be. I love it. Can't wait to learn all of it's features.,5,"['This Apple watch proved to be just what I thought', 'it would be .', 'I love it .', ""Ca n't wait"", ""to learn all of it 's features .""]"
