,Unnamed: 0,Unnamed: 0.1,ReviewID,Page Type,Full Text,Rating,Segments,Hedonic Motivation,Connectivity Support,Customizability,Perceived Ease of Use,Appeal,Perceived Value,Perceived Usefulness,Device Quality,Credibility Support
145,145,18541,18542,review,a little slower than apple watch. however the customizations are endless. always on display make this a real watch.,5,"[ ' a little slower than apple watch . ' , 'however the customizations are endless . ' , 'always on display make this a real watch . ' ]",0,0,0,0,0,0,0,0,0
146,146,18636,18637,review,works as intended. not quite apple watch level but it does provide the basics and it's fitness tracking is great.,5,"[ 'works a intended . not quite apple watch level ' , 'but it doe provide the basic ' , 'and it ' s fitness tracking is great . ' ]",0,0,0,0,0,0,1,0,0
148,148,19943,19944,review,works like it's suppose too! it feels and looks like an apple watch but for the fraction of the price! very nice!,5,"[ 'works like it ' s suppose too ! ' , 'it feel ' , 'and look like an apple watch but for the fraction of the price ! very nice ! ' ]",0,0,0,0,1,1,0,0,0
149,149,20687,20688,review,"this watch meets all my needs, less expensive than apple watch and works just as well. very happy with my purchase.",5,"[ 'this watch meet all my need , le expensive than apple watch and work just a well . very happy with my purchase . ' ]",1,0,0,0,0,0,1,0,0
150,150,21050,21051,review,used it to adapt an apple watch usb c charging cable to usb type a so i wouldn't have to buy a type c wall adapter.,5,"[ 'used it to adapt an apple watch usb c ' , 'charging cable to usb type a so ' , `` i would n't have to buy a type c wall adapter . '' ]",0,0,0,0,0,0,0,0,0
151,151,21223,21224,review,this is the perfect smart watch for runners. i have a apple watch but it's just to bulky for when i go for a run.,5,"[ 'this is the perfect smart watch for runner . ' , ' i have a apple watch ' , 'but it ' s just to bulky for when i go for a run . ' ]",0,0,0,0,0,0,0,0,0
152,152,21421,21422,review,my first apple watch and goes with my first apple phone. wonderful and does so much and is stylish and comfortable.,5,"[ 'my first apple watch ' , 'and go with my first apple phone . wonderful ' , 'and doe so much ' , 'and is stylish and comfortable . ' ]",0,0,0,0,1,0,0,0,0
153,153,21512,21513,review,"love the red color, screen is larger than my original apple watch (had first generation) overall, very happy so far",5,"[ 'love the red color , ' , 'screen is larger than my original apple watch ' , ' ( had first generation ) ' , 'overall , very happy so far ' ]",1,0,0,0,1,0,0,0,0
154,154,21559,21560,review,i upgraded from an apple watch 3 to the 6. the display is much nicer. functions are pretty much the same otherwise.,5,"[ ' i upgraded from an apple watch 3 to the 6 . ' , 'the display is much nicer . ' , 'functions are pretty much the same otherwise . ' ]",0,0,0,0,0,0,0,0,0
155,155,21633,21634,review,"i purchased this apple watch for my son. he wear his watch everyday, so that's telling me he absolutely loves it!!!",5,"[ ' i purchased this apple watch for my son . ' , 'he wear his watch everyday , ' , `` so that 's telling me he absolutely love it ! ! ! '' ]",0,0,0,0,0,0,0,0,0
156,156,22735,22736,review,"i bought this apple watch for my wife. she loves it. it`s great for work out , walking or just for the basic days .",5,"[ ' i bought this apple watch for my wife . ' , 'she love it . ' , 'it ` s great for work out , ' , 'walking or just for the basic day . ' ]",0,0,0,0,0,0,0,0,0
157,157,22968,22969,review,"very happy with the apple watch 3. i replaced my fitbit charge so that i could see my dexcom readings. works great,",5,"[ 'very happy with the apple watch 3 . ' , ' i replaced my  so ' , 'that i could see my dexcom reading . work great , ' ]",1,0,0,0,0,0,0,0,0
158,158,23964,23965,review,already own an apple watch & i got this as a gift for my daughter. we love our watches. would definitely buy again.,5,"[ 'already own an apple watch & i got this a a gift for my daughter . ' , 'we love our watch . ' , 'would definitely buy again . ' ]",0,0,0,0,0,0,0,0,0
159,159,24769,24770,review,this is my first apple watch. i wanted to get it for fitness tracking and it is the easiest watch i have ever used.,5,"[ 'this is my first apple watch . ' , ' i wanted to get it for fitness tracking ' , 'and it is the easiest watch ' , ' i have ever used . ' ]",0,0,0,0,0,0,0,0,0
161,161,25203,25204,review,does not take long to charge and charges my phone ipad and apple watch multiple times simultaneous... great product,5,"[ 'does not take long to charge ' , 'and charge my phone ipad and apple watch multiple time simultaneous ... great product ' ]",0,0,0,0,0,0,0,1,0
162,162,25264,25265,review,"love my apple watch.. at first was not sure how much i would use it really, but ended up goin above my expectations",5,"[ 'love my apple watch .. at first wa not sure how much i would use it really , ' , 'but ended up goin above my expectation ' ]",0,0,0,0,0,0,0,0,0
163,163,25276,25277,review,love this fitbit versa 2 smartwatch.\nit absolutely helps me keep on track with my activities. \na wonderful tool !,5,[ 'love this fitbit  smartwatch.\\nit absolutely help me keep on track with my activity . \\na wonderful tool ! ' ],0,0,0,0,0,0,1,0,0
164,164,25657,25658,review,i was able to purchase at a discount when i purchased my new apple watch. it doesn't look like an apple watch band.,5,"[ ' i wa able to purchase at a discount ' , 'when i purchased my new apple watch . ' , `` it doe n't look like an apple watch band . '' ]",0,0,0,0,0,0,0,0,0
167,167,26275,26276,review,very smooth. great features. i really don't need something fancy like the apple watch so this is perfect for me !,5,"[ 'very smooth . great feature . ' , ' i really ' , 'don ' t need something ' , 'fancy like the apple watch so this is perfect for me ! ' ]",0,0,0,0,0,0,0,0,0
168,168,26605,26606,review,love the way it looks and it looks cute when wearing it. if they had this for the apple watch i'd buy it as well.,5,"[ 'love the way it look ' , 'and it look cute ' , 'when wearing it . ' , 'if they had this for the apple watch ' , ' i ' d buy it a well . ' ]",0,0,0,0,1,0,0,0,0
169,169,26732,26733,review,"its accurate, easy to use, as well as it is easy to connect the weightscale to your phone , fitbit and apple watch.",5,"[ 'its accurate , easy to use , ' , 'as well a it is easy to connect the weightscale ' , 'to your phone , fitbit and apple watch . ' ]",0,1,0,1,0,0,0,0,1
171,171,27576,27577,review,"love the cost, the functionality and the accuracy. i previously had an apple watch and love my garmin so much more!",5,"[ 'love the cost , the functionality and the accuracy . ' , ' i previously had an apple watch ' , 'and love my garmin so much more ! ' ]",0,0,0,0,0,1,0,0,1
172,172,27605,27606,review,i bought this as a birthday gift for my daughter and she loves it. very nice apple watch that has so many features.,5,"[ ' i bought this a a birthday gift for my daughter ' , 'and she love it . very nice apple watch ' , 'that ha so many feature . ' ]",0,0,0,0,0,0,0,0,0
173,173,28269,28270,review,this apple watch proved to be just what i thought it would be. i love it. can't wait to learn all of it's features.,5,"[ 'this apple watch proved to be just what i thought ' , 'it would be . ' , ' i love it . ' , `` ca n't wait '' , `` to learn all of it 's feature . '' ]",0,0,0,0,0,0,0,0,0
174,174,28783,28784,review,"great apple watch, my fiance loves it and never takes it off. very comfortable to wear and love the apps available.",5,"[ 'great apple watch , my fiance love it ' , 'and never take it off . very comfortable to wear ' , 'and love the apps available . ' ]",0,0,0,0,0,0,0,0,0
175,175,28965,28966,review,"watch is very stylish and compatible to the apple watch. unfortunately, you can't answer a phone call on the watch.",5,"[ 'watch is very stylish and compatible to the apple watch . unfortunately , ' , `` you ca n't answer a phone call on the watch . '' ]",0,0,0,0,1,0,0,0,0
176,176,29088,29089,review,it was first apple watch i bought from best buy. the cashier was very helpful and trained me to get best out of it!,5,"[ 'it wa first apple watch ' , ' i bought from best buy . ' , 'the cashier wa very helpful ' , 'and trained me to get best out of it ! ' ]",0,0,0,0,0,0,1,0,0
177,177,29149,29150,review,"t'was an open box....perfect condition. i love the apple watch 6, i upgraded from a 4. perfect size, user friendly!",5,"[ `` t'was an open box .... perfect condition . `` , ' i love the apple watch 6 , ' , ' i upgraded from a 4 . perfect size , ' , 'user friendly ! ' ]",0,0,0,1,1,0,0,0,0
178,178,29206,29207,review,tons of life to give my phone or apple watch on the go. not as portable as my old one but more than double the life,5,"[ 'tons of life ' , 'to give my phone or apple watch on the go . ' , 'not a portable a my old one but more than double the life ' ]",0,0,0,0,0,0,0,0,0
179,179,29241,29242,review,"love this watch!! although i still have to charge at least once a day, it does last longer than my old apple watch.",5,"[ 'love this watch ! ! although i still have to charge at least once a day , ' , 'it doe last longer than my old apple watch . ' ]",0,0,0,0,0,0,0,1,0
180,180,29436,29437,review,"i'm so happy this brand exists because this is the best watch ever, and the best alternative to the apple watch!!",5,"[ ' i ' m so happy this brand exists ' , 'because this is the best watch ever , ' , 'and the best alternative to the apple watch ! ! ' ]",1,0,0,0,0,0,0,0,0
181,181,30319,30320,review,i'm loving my apple watch.\n\ni love to walk and listen to my music without having to have my cellphone in my hand.,5,"[ `` i 'm loving my apple watch.\\n\\ni love to walk and listen to my music '' , 'without having to have my cellphone in my hand . ' ]",0,0,0,0,0,0,0,0,0
182,182,30440,30441,review,great watch. by far the best watch in the market. apple watch does not have any chance to compete with fitbit sense,5,"[ 'great watch . by far the best watch in the market . apple watch doe not have any chance ' , 'to compete with  ' ]",0,0,0,0,0,0,0,0,0
183,183,30646,30647,review,works great. charges pretty fast was compatible with the series 4 apple watch after the dog chewed the original one,5,"[ 'works great . charge pretty fast wa compatible with the series 4 apple watch ' , 'after the dog chewed the original one ' ]",0,0,0,0,0,0,0,1,0
184,184,31244,31245,review,"gift for my fiancé! he's not an ""apple watch"" kind of guy. so this was perfect so tracking his steps, calories etc",5,"[ `` gift for my fiancé ! he 's not an `` apple watch `` kind of guy . `` , 'so this wa perfect so tracking his step , calorie etc ' ]",0,0,0,0,0,0,0,0,0
185,185,31660,31661,review,"i think this watch was a bang for the buck, don't bother buying the newest apple watch, this one gets the job done.",5,"[ ' i think ' , 'this watch wa a bang for the buck , ' , `` do n't bother buying the newest apple watch , '' , 'this one get the job done . ' ]",0,0,0,0,0,0,0,0,0
186,186,31744,31745,review,"quick delivery, the bang for the buck compared to the apple watch. i am very pleased with it. i would buy it again.",5,"[ 'quick delivery , the bang for the buck ' , 'compared to the apple watch . ' , ' i am very pleased with it . ' , ' i would buy it again . ' ]",0,0,0,0,0,0,0,0,0
187,187,32393,32394,review,i am in love with my apple watch totally worth it it helps to count how many steps you walk it has so many features,5,"[ ' i am in love with my apple watch totally worth ' , 'it it help to count how many step ' , 'you walk it ' , 'has so many feature ' ]",0,0,0,0,0,0,0,0,0
188,188,32413,32414,review,been a fan or garmin for a while. wanted to trade in my apple watch for something more me. can't complain one bit,5,"[ 'been a fan or garmin for a while . ' , 'wanted to trade in my apple watch for something more me . ' , 'can ' t complain one bit ' ]",0,0,0,0,0,0,0,0,0
189,189,32652,32653,review,much better than my previous scale. love the details and accuracy. this along with my apple watch and i am all set.,5,"[ 'much better than my previous scale . love the detail and accuracy . ' , 'this along with my apple watch ' , 'and i am all set . ' ]",0,0,0,0,0,0,0,0,1
190,190,32798,32799,review,i don't know when i used my apple cable. i have been using this to change my phone and apple watch. simple love it.,5,"[ `` i do n't know '' , 'when i used my apple cable . ' , ' i have been using this ' , 'to change my phone and apple watch . simple love it . ' ]",0,0,0,1,0,0,0,0,0
191,191,32893,32894,review,real convenient to have all my notifications on my wrist. was a great upgrade from having the apple watch series 3.,5,"[ 'real convenient to have all my notification on my wrist . wa a great upgrade ' , 'from having the  . ' ]",0,0,0,0,0,0,0,0,0
