Key,Feature
1689,microchip inserted
1690,vaccinated also
1691,covid vaccine shove
1692,never take
1693,shove sun
1694,shove sun shine
1695,sun shine
1696,take covid
1697,take covid vaccine
1698,vaccine shove
1699,vaccine shove sun
1700,block vaccine
1701,le month
1702,month later
1703,vaccine le month
1704,covid vaccine turn
1705,flat jet
1706,make someone
1707,people crocodile
1708,people vaccine cause
1709,poison people
1710,stupid fuck
1711,turn people
1712,turn people crocodile
1713,vaccine turn
1714,vaccine turn people
1715,city get
1716,mass vaccination
1717,please help
1718,gonna give
1719,probably gonna
1720,vaccine agenda
1721,autism know
1722,cause autism know
1723,better survival
1724,better survival rate
1725,effective rate
1726,effective rate vaccine
1727,rate virus
1728,survival rate virus
1729,u vaccine safe
1730,vaccine destroying
1731,worker get
1732,hospital vaccinate
1733,leave hospital
1734,supposed trust
1735,already told
1736,people taking
1737,people taking vaccine
1738,taking vaccine already
1739,gate said
1740,vaccine change
1741,vaccine change dna
1742,also think
1743,blood vaccine
1744,dems make
1745,ill people
1746,make million
1747,mentally ill
1748,nashville bomber
1749,covid vaccination
1750,like see
1751,many doctor
1752,push back
1753,say true
1754,seems legit
1755,vaccine propaganda
1756,whole vaccine
1757,year vaccine
1758,remember vaccine
1759,autism child
1760,cause autism child
1761,childhood disease
1762,one man
1763,vaccine story
1764,damn vaccine
1765,every week
1766,also suspicious
1767,nurse took
1768,told take
1769,tower right
1770,vaccine suspicious
1771,another thing
1772,anti vaxxer
1773,anti vaxxer belief
1774,autism another
1775,cause autism another
1776,medical advice
1777,put body
1778,regarding vaccine
1779,taking medical
1780,taking medical advice
1781,vaccine known
1782,vaxxer belief
1783,vaxxer belief vaccine
1784,decision u
1785,fight keep
1786,fighting good
1787,fighting good fight
1788,go ahead
1789,good fight
1790,keep fighting
1791,keep fighting good
1792,mask get
1793,mask get vaccine
1794,power grab
1795,want wear
1796,want wear mask
1797,wear mask get
1798,deep state swamp
1799,get state
1800,got vaccine way
1801,magically new
1802,magically new strain
1803,new strain
1804,new strain virus
1805,state swamp
1806,strain virus
1807,trump got
1808,trump got vaccine
1809,virus trump
1810,well need
1811,based bos
1812,based bos metal
1813,blue style
1814,blue style distortion
1815,chip based
1816,chip based bos
1817,classic metal
1818,classic metal sound
1819,contains chip
1820,contains chip based
1821,distortion though
1822,dose get
1823,dose get mellow
1824,first dose get
1825,get mellow
1826,get mellow blue
1827,great thrash
1828,great thrash classic
1829,guitar pedal great
1830,mellow blue
1831,mellow blue style
1832,metal sound
1833,metal sound first
1834,metal zone guitar
1835,pedal great
1836,pedal great thrash
1837,sound first
1838,sound first dose
1839,style distortion
1840,style distortion though
1841,thrash classic
1842,thrash classic metal
1843,vaccine contains chip
1844,zone guitar
1845,zone guitar pedal
1846,jfk jr
1847,jfk jr alive
1848,jr alive
1849,state people
1850,united state
1851,believe covid vaccine
1852,chip control
1853,people believe covid
1854,actual human
1855,actual human being
1856,being presumably
1857,being presumably functioning
1858,chip cool
1859,chip cool phone
1860,cool phone
1861,cool phone though
1862,everywhere actual
1863,everywhere actual human
1864,functioning brain
1865,getting vaccine tracking
1866,got new
1867,got new iphone
1868,human being
1869,human being presumably
1870,iphone way
1871,iphone way getting
1872,new iphone
1873,new iphone way
1874,phone though
1875,phone though take
1876,presumably functioning
1877,presumably functioning brain
1878,take everywhere
1879,take everywhere actual
1880,though take
1881,though take everywhere
1882,tracking chip cool
1883,way getting
1884,way getting vaccine
1885,take vaccine chip
1886,life matter
1887,like life
1888,proof vaccine
1889,vaccine caused
1890,autoimmune disorder
1891,many side
1892,many side effect
1893,vaccine many
1894,vaccine many side
1895,want experimental
1896,want experimental vaccine
1897,need stop
1898,oh hell
1899,actually help
1900,autism causing
1901,causing autism
1902,causing covid
1903,get back
1904,something actually
1905,vaccine causing
1906,vaccine causing autism
1907,get back normal
1908,vaccine hate
1909,wanting get
1910,actually turn
1911,actually turn u
1912,turn u
1913,vaccine actually turn
1914,covid radiation
1915,herd immunity
1916,say covid
1917,take tower
1918,explain vaccine
1919,stupid vaccine
1920,vaccine implant
1921,vaccine implant chip
1922,vaccine work
1923,also think vaccine
1924,autism world
1925,autism world flat
1926,cause autism world
1927,everyone know
1928,nice try
1929,boosting immune
1930,boosting immune system
1931,could say
1932,daily vaccine
1933,many got
1934,mask work
1935,say work
1936,wish could
1937,autism like
1938,cause autism like
1939,like ok
1940,like vaccine
1941,like vaccine cause
1942,pretty sure autistic
1943,sure autistic
1944,vaccine glad
1945,frontline worker
1946,still vaccine
1947,vaccine yet
1948,anyone take
1949,call deep
1950,call deep state
1951,deep state evil
1952,read saying
1953,read saying vaccine
1954,state evil
1955,trump want
1956,vaccine carry
1957,covid deep
1958,covid deep state
1959,deep state fake
1960,dr fauci
1961,fauci lied
1962,info covid
1963,medical expert
1964,medical school
1965,owns patent
1966,state fake
1967,stock big
1968,vaccination disease
1969,bill gate microchip
1970,eye contact
1971,gate microchip
1972,gate microchip vaccine
1973,long time
1974,long time ago
1975,time ago
1976,wish worst
1977,wish worst enemy
1978,worst enemy
1979,always say
1980,dead got
1981,even vaccine
1982,even vaccine cause
1983,got medical
1984,medical degree
1985,rather child
1986,say even
1987,say even vaccine
1988,time would
1989,would rather
1990,would rather child
1991,freedom refuse
1992,going make
1993,make take
1994,many life
1995,take many
1996,whole world
1997,world need
1998,child want
1999,force vaccinate
2000,happened body
2001,happened body choice
2002,unborn child
2003,want force
2004,yeah think
2005,putting chip
2006,putting chip vaccine
2007,take control
2008,please get
2009,please get vaccinated
2010,anti science
2011,autism garbage
2012,cause autism garbage
2013,use vaccine
2014,use vaccine cause
2015,look vaccine
2016,know better
2017,la la
2018,la la land
2019,la land
2020,put u
2021,safe know
2022,say must
2023,scared want
2024,trust anything
2025,vaccine put
2026,general public
2027,know something
2028,vaccine maybe
2029,back day
2030,get hot
2031,nanochips vaccine
2032,old vaccine
2033,vaccine old
2034,could get
2035,could get vaccine
2036,deep state likely
2037,east peace
2038,middle east
2039,middle east peace
2040,peace agreement
2041,state likely
2042,trump could
2043,vaccine quickly
2044,new normal
2045,produce vaccine
2046,school go
2047,small business
2048,spreading covid
2049,strain time
2050,time keep
2051,trump produce
2052,trump produce vaccine
2053,b vaccine
2054,common sense
2055,people need stop
2056,stop think
2057,like new
2058,shit like
2059,directly bloodstream
2060,heavy metal
2061,heavy metal injected
2062,injected directly
2063,metal injected
2064,receive vaccine
2065,since vaccine
2066,stay tuned
2067,video youtube
2068,youtube channel
2069,autism crap
2070,cause autism crap
2071,many level
2072,seem like
2073,circuit diagram
2074,claiming covid
2075,diagram bos
2076,distortion pedal
2077,dont work
2078,plot twist
2079,vaccine dont
2080,vaccine dont work
2081,work lockdown
2082,machine used
2083,new tower
2084,used track
2085,vaccine thru
2086,effect nurse
2087,nobody taking
2088,potentially harmful
2089,potentially harmful side
2090,side effect nurse
2091,anti vaxxers
2092,covid vaccine also
2093,vaccine also
2094,chip work
2095,frog gay
2096,love idea
2097,make frog
2098,make frog gay
2099,think vaccine evil
2100,vaccine evil
2101,work vaccine
2102,would also
2103,would think
2104,would think vaccine
2105,deep state actor
2106,like hydroxychloroquine
2107,pushing hard
2108,release vaccine
2109,state actor
2110,cull population
2111,deep state going
2112,everyone virus
2113,gate deep
2114,gate deep state
2115,going microchip
2116,microchip everyone
2117,state going
2118,state going microchip
2119,virus mean
2120,make point
2121,making vaccine
2122,nothing say
2123,trying make
2124,vaccine available
2125,covid vaccine shot
2126,shot tv
2127,tide pod
2128,tv new
2129,vaccine shot
2130,trust government
2131,u without
2132,vaccinated since
2133,claimed vaccine
2134,claimed vaccine cause
2135,caused tower
2136,covid caused
2137,covid caused tower
2138,gate soros
2139,happening way
2140,many possible
2141,worker getting
2142,day vaccine
2143,vaccine either
2144,bill gate injecting
2145,feel safe
2146,foil hat
2147,going put
2148,moron think
2149,proven safe
2150,safe covid
2151,tin foil
2152,tin foil hat
2153,way feel
2154,vaccine pharmaceutical
2155,vaccine pharmaceutical company
2156,make billion
2157,people stupid
2158,sick vaccine
2159,vaccine thanks
2160,want people
2161,want people sick
2162,cause deep
2163,cause deep state
2164,deep state stuff
2165,know microchip
2166,state stuff
2167,stealing u
2168,u see
2169,used vaccine
2170,vaccinate cause
2171,vaccine stand
2172,voting machine
2173,world know
2174,due vaccine
2175,gonna lose
2176,time new
2177,vaccine time
2178,change human
2179,save life
2180,scientific community
2181,trying save
2182,trying save life
2183,please tell
2184,tell microchip
2185,biden take
2186,biden take office
2187,even want
2188,get vaccine order
2189,take office
2190,vaccine order
2191,want get
2192,much one
2193,vaccine took
2194,many vaccine
2195,well know
2196,yet many
2197,important information
2198,deep state pedophile
2199,microchip deep
2200,microchip deep state
2201,see eye
2202,state pedophile
2203,think vaccine microchip
2204,vaccine microchip deep
2205,undocumented resident
2206,air guitar
2207,dispelling myth
