,Unnamed: 0,ReviewID,Page Type,Full Text,Rating,SegmentedReview,SegmentedReview_processed_reviews,Hedonic Motivation,Connectivity Support,Customizability,Perceived Ease of Use,Appeal,Perceived Value,Perceived Usefulness,Device Quality,Credibility Support
591,262,263,review,waist of money broke while trying to fit on apple watch thumbs down,1,"""waist of money broke', 'while trying to fit on apple watch thumbs down""","`` waist of money broke ' , 'while trying to fit on apple watch thumb down ''",0,0,0,0,0,0,0,0,0
592,467,468,review,the color does not match the gen 6 apple watch rose gold what so ever.,1,"""the color doe not match the gen 6 apple watch rose gold what so ever .""",`` the color doe not match the gen 6 apple watch rose gold what so ever . '',0,0,0,0,0,0,0,0,0
593,673,674,review,did not fit on apple watch 42 mm despite product saying it fits!,1,"""did not fit on apple watch 42 mm', 'despite product saying', 'it fit !""","`` did not fit on apple watch 42 mm ' , 'despite product saying ' , 'it fit ! ''",0,0,0,0,0,0,0,0,0
594,1544,1545,review,doesn't work i try my phone apple watch and airpods none of them work,1,"""does n't work i try my phone apple watch and airpods none of them work""",`` doe n't work i try my phone apple watch and airpods none of them work '',0,0,0,0,0,0,0,0,0
595,1844,1845,review,broke within a month. would not recommend to an apple watch person,1,"""broke within a month .', 'would not recommend to an apple watch person""","`` broke within a month . ' , 'would not recommend to an apple watch person ''",0,0,0,0,0,0,0,0,0
596,3548,3549,review,i have an apple watch as well and i prefer it over the garmin by far,2,"""i have an apple watch a well', 'and i prefer it over the garmin by far""","`` i have an apple watch a well ' , 'and i prefer it over the garmin by far ''",0,0,0,0,0,0,0,0,0
597,3577,3578,review,purchased for my nursing student - nowhere near as good as apple watch.,3,"""purchased for my nursing student - nowhere near a good a apple watch .""",`` purchased for my nursing student - nowhere near a good a apple watch . '',0,0,0,0,0,0,0,0,0
598,3824,3825,review,good samsung - galaxy watch active smartwatch 40mm aluminum - black,3,"""good samsung - galaxy watch active smartwatch 40mm aluminum -', 'black""","`` good samsung - galaxy watch active smartwatch 40mm aluminum - ' , 'black ''",0,0,0,0,0,0,0,0,0
600,4605,4606,review,not a very durable product. we have replaced with an apple watch.,3,"""not a very durable product .', 'we have replaced with an apple watch .""","`` not a very durable product . ' , 'we have replaced with an apple watch . ''",0,0,0,0,0,0,0,0,0
601,4606,4607,review,it was not very durable. we have replaced it with the apple watch.,3,"""it wa not very durable .', 'we have replaced it with the apple watch .""","`` it wa not very durable . ' , 'we have replaced it with the apple watch . ''",0,0,0,0,0,0,0,0,0
603,5707,5708,review,great device. best watch to buy if coming from an apple watch.,4,"""great device .', 'best watch to buy', 'if coming from an apple watch .""","`` great device . ' , 'best watch to buy ' , 'if coming from an apple watch . ''",0,0,0,0,0,0,0,0,0
604,5956,5957,review,replaced my fitbit with the garmin - instinct. works good so far.,4,"""replaced my fitbit with the garmin - instinct .', 'works good so far .""","`` replaced my fitbit with the garmin - instinct . ' , 'works good so far . ''",0,0,0,0,0,0,0,0,0
606,6065,6066,review,does what its suppose to do. great alternative to the apple watch.,4,"""does what it suppose to do .', 'great alternative to the apple watch .""","`` doe what it suppose to do . ' , 'great alternative to the apple watch . ''",0,0,0,0,0,0,0,0,0
607,6223,6224,review,very good fit for my wife's apple watch. good color and texture.,4,"""very good fit for my wife 's apple watch ."", 'good color and texture .""","`` very good fit for my wife 's apple watch . `` , 'good color and texture . ''",0,0,0,0,1,0,0,0,0
608,6633,6634,review,switched from a fitbit to the apple watch. it was an upgrade in all aspects,4,"""switched from a fitbit to the apple watch .', 'it wa an upgrade in all""","`` switched from a fitbit to the apple watch . ' , 'it wa an upgrade in all ''",0,0,0,0,0,0,0,0,0
609,6692,6693,review,i like the different colors you get to choose for your apple watch!,4,"""i like the different color', 'you get to choose for your apple watch !""","`` i like the different color ' , 'you get to choose for your apple watch ! ''",0,0,0,0,1,0,0,0,0
610,7066,7067,review,good smart watch for a four year old who wants to wear your apple watch,4,"""good smart watch for a four year old who want to wear your apple watch""",`` good smart watch for a four year old who want to wear your apple watch '',0,0,0,0,0,0,0,0,0
611,7356,7357,review,awesome smartwatch alternative than apple watch - stainless steel nice feature,4,"""awesome smartwatch alternative than apple watch - stainless steel nice""",`` awesome smartwatch alternative than apple watch - stainless steel nice '',0,0,0,0,0,0,0,0,0
612,7367,7368,review,really a great product from zagg to protect your apple watch face!,4,"""really a great product from zagg', 'to protect your apple watch face !""","`` really a great product from zagg ' , 'to protect your apple watch face ! ''",0,0,0,0,0,0,0,0,0
613,7514,7515,review,not as awesome as the apple watch but for the price point it does a lot.,4,"""not a awesome a the apple watch but for the price point it doe a lot .""",`` not a awesome a the apple watch but for the price point it doe a lot . '',0,0,0,0,0,0,0,0,0
614,8023,8024,review,item was exchanged for apple watch therefore item cannot be reviewed.,4,"""item wa exchanged for apple watch therefore item can not be reviewed .""",`` item wa exchanged for apple watch therefore item can not be reviewed . '',0,0,0,0,0,0,0,0,0
615,8482,8483,review,"the sound is great, but they would not connect with an apple watch",4,"""the sound is great ,', 'but they would not connect with an apple watch""","`` the sound is great , ' , 'but they would not connect with an apple watch ''",0,0,0,0,0,0,0,0,0
616,8567,8568,review,apple watch is easy to use. best buy associates were very helpful.,4,"""apple watch is easy to use .', 'best buy associate were very helpful .""","`` apple watch is easy to use . ' , 'best buy associate were very helpful . ''",0,0,0,1,0,0,0,0,0
618,9027,9028,review,i love my apple watch series 6. worth the money. very useful.,5,"""i love my apple watch series 6 .', 'worth the money .', 'very useful .""","`` i love my apple watch series 6 . ' , 'worth the money . ' , 'very useful . ''",0,0,0,0,0,1,0,0,0
619,9125,9126,review,best apple watch ever . get it now . 44m nike the nike features are key .,5,"""best apple watch ever .', 'get it now .', '44m nike the nike are key .""","`` best apple watch ever . ' , 'get it now . ' , '44m nike the nike are key . ''",0,0,0,0,0,0,0,0,0
621,9556,9557,review,my mom loved the apple watch. great last minute birthday present.,5,"""my mom loved the apple watch .', 'great last minute birthday present .""","`` my mom loved the apple watch . ' , 'great last minute birthday present . ''",0,0,0,0,0,0,0,0,0
622,9716,9717,review,absolutely love my apple watch. tracks heart rate and everything .,5,"""absolutely love my apple watch .', 'tracks heart rate and everything .""","`` absolutely love my apple watch . ' , 'tracks heart rate and everything . ''",0,0,0,0,0,0,1,0,0
624,10509,10510,review,"love it, waited so long for an apple watch and this was all i needed!",5,"""love it , waited so long for an apple watch and this wa all i needed !""","`` love it , waited so long for an apple watch and this wa all i needed ! ''",0,0,0,0,0,0,0,0,0
625,10575,10576,review,best watch ever i think its better then the apple watch really nice quality,5,"""best watch ever', 'i think its better then the apple watch really nice""","`` best watch ever ' , ' i think it better then the apple watch really nice ''",0,0,0,0,0,0,0,0,0
626,10701,10702,review,"best apple watch ever\nhad two previous versions, 44mm is a must.",5,"""best apple watch ever\\nhad two previous version ,', '44mm is a must .""","`` best apple watch ever\\nhad two previous version , ' , '44mm is a must . ''",0,0,0,0,0,0,0,0,0
627,10737,10738,review,"the best apple watch, easy to use, give notifications right away!",5,"""the best apple watch , easy to use ,', 'give notification right away !""","`` the best apple watch , easy to use , ' , 'give notification right away ! ''",0,0,0,1,0,0,0,0,0
628,10864,10865,review,great item to use for your apple watch with comfort and stylish wear.,5,"""great item to use for your apple watch with comfort and stylish wear .""",`` great item to use for your apple watch with comfort and stylish wear . '',0,0,0,0,1,0,0,0,0
629,10908,10909,review,i love the apple watch it is a very good everyday device to have,5,"""i love the apple watch', 'it is a very good everyday device', 'to have""","`` i love the apple watch ' , 'it is a very good everyday device ' , 'to have ''",0,0,0,0,0,0,0,0,0
630,11108,11109,review,works great on keeping your apple watch protected and looking new.,5,"""works great on keeping your apple watch protected', 'and looking new .""","`` work great on keeping your apple watch protected ' , 'and looking new . ''",0,0,0,0,0,0,0,0,0
631,11369,11370,review,purchased for my daughter to replace her old apple watch great product,5,"""purchased for my daughter to replace her old apple watch great product""",`` purchased for my daughter to replace her old apple watch great product '',0,0,0,0,0,0,0,0,0
632,11466,11467,review,love my apple watch! it really helps me a lot with my health goals.,5,"""love my apple watch !', 'it really help me a lot with my health goal .""","`` love my apple watch ! ' , 'it really help me a lot with my health goal . ''",0,0,0,0,0,0,1,0,0
633,11757,11758,review,apple watch 6 is so great i love mine it keeps up with everything,5,"""apple watch 6 is so great', 'i love mine', 'it keep up with everything""","`` apple watch 6 is so great ' , ' i love mine ' , 'it keep up with everything ''",0,0,0,0,0,0,0,0,0
634,11766,11767,review,"i absolutely love this apple watch, best buy hand them on sale\u2026",5,"""i absolutely love this apple watch , best buy hand them on sale\\u2026""","`` i absolutely love this apple watch , best buy hand them on sale\\u2026 ''",0,0,0,0,0,0,0,0,0
635,11819,11820,review,best apple watch ever! it's so easy to use. very pretty also.,5,"""best apple watch ever !', 'it's so easy to use .', 'very pretty also .""","`` best apple watch ever ! ' , 'it 's so easy to use . ' , 'very pretty also . ''",0,0,0,1,0,0,0,0,0
636,11862,11863,review,second apple watch. great product performance and looks great too.,5,"""second apple watch .', 'great product performance and look great too .""","`` second apple watch . ' , 'great product performance and look great too . ''",0,0,0,0,1,0,0,0,0
637,12140,12141,review,bought it for my apple watch.really useful thank you best buy as always,5,"""bought it for my apple watch.really useful thank you best buy a always""",`` bought it for my apple watch.really useful thank you best buy a always '',0,0,0,0,0,0,0,0,0
638,7454,7455,review,"apple watch series is an amazing product! great substitute for your phone, i love it.",4,"""apple watch series is an amazing product !', 'great substitute for your phone , i love it .""","`` apple watch series is an amazing product ! ' , 'great substitute for your phone , i love it . ''",0,0,0,0,0,0,0,0,0
639,7822,7823,review,"easy to attach to apple watch , protects the screen as well as the sides of the apple watch",4,"""easy to attach to apple watch ,', 'protects the screen a well a the side of the apple watch""","`` easy to attach to apple watch , ' , 'protects the screen a well a the side of the apple watch ''",0,0,0,0,0,0,0,0,0
640,7911,7912,review,wonderful apple watch! it works really well! very useful if you're a supervisor!,4,"""wonderful apple watch !', 'it work really well !', 'very useful', 'if you're a supervisor !""","`` wonderful apple watch ! ' , 'it work really well ! ' , 'very useful ' , 'if you 're a supervisor ! ''",0,0,0,0,0,0,0,0,0
641,8530,8531,review,"although without noise cancellation, but great for running with apple watch integration",4,"""although without noise cancellation ,', 'but great for running with apple watch integration""","`` although without noise cancellation , ' , 'but great for running with apple watch integration ''",0,0,0,0,0,0,0,0,0
642,9050,9051,review,"apple watch is a real help, i no longer have to pull out my phone to read messages etc.",5,"""apple watch is a real help ,', 'i no longer have to pull out my phone to read message etc .""","`` apple watch is a real help , ' , ' i no longer have to pull out my phone to read message etc . ''",0,0,0,0,0,0,0,0,0
643,9306,9307,review,"it works really good no problem at all, will buy other apple watch from best buy again.",5,"""it work really good no problem at all ,', 'will buy other apple watch from best buy again .""","`` it work really good no problem at all , ' , 'will buy other apple watch from best buy again . ''",0,0,0,0,0,0,0,0,0
644,9340,9341,review,i love it. it gave my apple watch a little class and very easy to put on each morning.,5,"""i love it .', 'it gave my apple watch a little class and very easy to put on each morning .""","`` i love it . ' , 'it gave my apple watch a little class and very easy to put on each morning . ''",0,0,0,1,0,0,0,0,0
645,9390,9391,review,protecting my apple watch it is great for your expense watch. best value for your watch,5,"""protecting my apple watch it is great for your expense watch .', 'best value for your watch""","`` protecting my apple watch it is great for your expense watch . ' , 'best value for your watch ''",0,0,0,0,0,1,0,0,0
646,9860,9861,review,fits apple watch perfect. nice strap and clasp system. would definitely buy again.,5,"""fits apple watch perfect .', 'nice strap and clasp system .', 'would definitely buy again .""","`` fit apple watch perfect . ' , 'nice strap and clasp system . ' , 'would definitely buy again . ''",0,0,0,0,0,0,0,0,0
649,11027,11028,review,easy to to see the numbers that part i do like and i can charge my apple watch with it,5,"""easy to to see the number', 'that part i do like', 'and i can charge my apple watch with it""","`` easy to to see the number ' , 'that part i do like ' , 'and i can charge my apple watch with it ''",0,0,0,1,0,0,0,0,0
652,11899,11900,review,"perfect! brand new apple watch, it's the real deal and would definitely recommend.",5,"""perfect !', 'brand new apple watch , it's the real deal', 'and would definitely recommend .""","`` perfect ! ' , 'brand new apple watch , it 's the real deal ' , 'and would definitely recommend . ''",0,0,0,0,0,0,0,0,0
657,12609,12610,review,i love my apple watch i can not go anywhere without it. so helpful with daily tasks.,5,"""i love my apple watch i can not go anywhere', 'without it .', 'so helpful with daily task .""","`` i love my apple watch i can not go anywhere ' , 'without it . ' , 'so helpful with daily task . ''",0,0,0,0,0,0,1,0,0
658,12657,12658,review,love this watch strap for my apple watch. bought it for a backup but use it everyday,5,"""love this watch strap for my apple watch .', 'bought it for a backup', 'but use it everyday""","`` love this watch strap for my apple watch . ' , 'bought it for a backup ' , 'but use it everyday ''",0,0,0,0,0,0,0,0,0
659,12680,12681,review,great product love using this watch for so many reason for apple watch and enjoying it!,5,"""great product love using this watch for so many reason for apple watch', 'and enjoying it !""","`` great product love using this watch for so many reason for apple watch ' , 'and enjoying it ! ''",0,0,0,0,0,0,0,0,0
660,12919,12920,review,love my apple watch. so much available at a touch. very helpful sales people also,5,"""love my apple watch .', 'so much available at a touch .', 'very helpful sale people', 'also""","`` love my apple watch . ' , 'so much available at a touch . ' , 'very helpful sale people ' , 'also ''",0,0,0,0,0,0,0,0,0
662,13200,13201,review,love the apple watch. wish the battery lasted longer though but otherwise a great watch,5,"""love the apple watch .', 'wish the battery lasted longer though but otherwise a great watch""","`` love the apple watch . ' , 'wish the battery lasted longer though but otherwise a great watch ''",0,0,0,0,0,0,0,0,0
663,13204,13205,review,"needed to upgrade my current bumper on my apple watch, great for the money i spent.",5,"""needed to upgrade my current bumper on my apple watch ,', 'great for the money', 'i spent .""","`` needed to upgrade my current bumper on my apple watch , ' , 'great for the money ' , ' i spent . ''",0,0,0,0,0,1,0,0,0
664,13480,13481,review,i love this product it protects my apple watch and it has a great replacement warranty,5,"""i love this product', 'it protects my apple watch', 'and it ha a great replacement warranty""","`` i love this product ' , 'it protects my apple watch ' , 'and it ha a great replacement warranty ''",0,0,0,0,0,0,0,0,0
665,13639,13640,review,wife loved it as gift. great product for being several generations old as an apple watch.,5,"""wife loved it a gift .', 'great product for being several generation old a an apple watch .""","`` wife loved it a gift . ' , 'great product for being several generation old a an apple watch . ''",0,0,0,0,0,0,0,0,0
666,13655,13656,review,"love it, keeps my apple watch from getting scratched on the screen and the sides safe as well",5,"""love it , keep my apple watch from getting scratched on the screen and the side safe a well""","`` love it , keep my apple watch from getting scratched on the screen and the side safe a well ''",0,0,0,0,0,0,0,0,0
668,13823,13824,review,you can\u2019t go wrong with an apple watch now that the prices are lower on the older models.,5,"""you can't go wrong with an apple watch', 'now that the price are lower on the older model .""","`` you ca n't go wrong with an apple watch ' , 'now that the price are lower on the older model . ''",0,0,0,0,0,0,0,0,0
669,14002,14003,review,great replacement for my original samsung gear watch. easy set up and lots of functions.,5,"""great replacement for my original samsung gear watch .', 'easy set up and lot of function .""","`` great replacement for my original samsung gear watch . ' , 'easy set up and lot of function . ''",0,0,0,1,0,0,0,0,0
671,14272,14273,review,nice dressy compliment to apple watch. it was a gift and the recipient was very pleased.,5,"""nice dressy compliment to apple watch .', 'it wa a gift and the recipient wa very pleased .""","`` nice dressy compliment to apple watch . ' , 'it wa a gift and the recipient wa very pleased . ''",0,0,0,0,0,0,0,0,0
672,14315,14316,review,i love my apple watch. my boyfriend got me it for christmas and i wear it everyday.,5,"""i love my apple watch .', 'my boyfriend got me it for christmas', 'and i wear it everyday .""","`` i love my apple watch . ' , 'my boyfriend got me it for christmas ' , 'and i wear it everyday . ''",0,0,0,0,0,0,0,0,0
673,14332,14333,review,the apple watch 3 is still a good buy in 2020. then apple watch 3 is an amazing value.,5,"""the apple watch 3 is still a good buy in 2020 .', 'then apple watch 3 is an amazing value .""","`` the apple watch 3 is still a good buy in 2020 . ' , 'then apple watch 3 is an amazing value . ''",0,0,0,0,0,1,0,0,0
674,14402,14403,review,i ordered apple watch series 5 as a gift and this is just as great as other apple products.,5,"""i ordered apple watch series 5 a a gift', 'and this is just a great a other apple product .""","`` i ordered apple watch series 5 a a gift ' , 'and this is just a great a other apple product . ''",0,0,0,0,0,0,0,0,0
675,14412,14413,review,got this on a great deal and completed my holiday gift with the apple watch i also got!,5,"""got this on a great deal', 'and completed my holiday gift with the apple watch i also got !""","`` got this on a great deal ' , 'and completed my holiday gift with the apple watch i also got ! ''",0,0,0,0,0,0,0,0,0
677,14609,14610,review,"my apple watch is the best, i never leave home without it. i love my apple watch",5,"""my apple watch is the best ,', 'i never leave home', 'without it .', 'i love my apple watch""","`` my apple watch is the best , ' , ' i never leave home ' , 'without it . ' , ' i love my apple watch ''",0,0,0,0,0,0,0,0,0
678,14661,14662,review,"love my apple watch. ordered online, picked up in store. very smooth transaction.",5,"""love my apple watch .', 'ordered online , picked up in store .', 'very smooth transaction .""","`` love my apple watch . ' , 'ordered online , picked up in store . ' , 'very smooth transaction . ''",0,0,0,0,0,0,0,0,0
679,14741,14742,review,i can start my car from my apple watch from anywhere on the planet! th only way to go.,5,"""i can start my car from my apple watch from anywhere on the planet !', 'th only way to go .""","`` i can start my car from my apple watch from anywhere on the planet ! ' , 'th only way to go . ''",0,0,0,0,0,0,0,0,0
680,14928,14929,review,love it easy to put on the watch. i would recommend to anyone that has an apple watch,5,"""love it easy to put on the watch .', 'i would recommend to anyone', 'that ha an apple watch""","`` love it easy to put on the watch . ' , ' i would recommend to anyone ' , 'that ha an apple watch ''",0,0,0,1,0,0,0,0,0
681,14962,14963,review,love my apple watch the technology get better with each update and very comfortable to wear,5,"""love my apple watch the technology get better with each update and very comfortable to wear""",`` love my apple watch the technology get better with each update and very comfortable to wear '',0,0,0,0,0,0,0,0,0
682,15062,15063,review,had a different brand smart watch before and am so glad i upgraded to the apple watch,5,"""had a different brand smart watch', 'before and am so glad', 'i upgraded to the apple watch""","`` had a different brand smart watch ' , 'before and am so glad ' , ' i upgraded to the apple watch ''",0,0,0,0,0,0,0,0,0
683,15170,15171,review,"the apple watch is great. light, cool design, and really makes things easy on the go",5,"""the apple watch is great .', 'light , cool design ,', 'and really make thing easy on the go""","`` the apple watch is great . ' , 'light , cool design , ' , 'and really make thing easy on the go ''",0,0,0,1,1,0,0,0,0
684,15198,15199,review,first pair of watch series the apple watch series 5 . i got it on sale memorial day sale,5,"""first pair of watch series the apple watch series 5 .', 'i got it on sale memorial day sale""","`` first pair of watch series the apple watch series 5 . ' , ' i got it on sale memorial day sale ''",0,0,0,0,0,0,0,0,0
686,15214,15215,review,nothing better than an apple watch when you already have the phone - great deal on the 3,5,"""nothing better than an apple watch', 'when you already have the phone - great deal on the 3""","`` nothing better than an apple watch ' , 'when you already have the phone - great deal on the 3 ''",0,0,0,0,0,0,0,0,0
687,15615,15616,review,apple watch was wonderfully received by my sister. she loves it and the apple ecosystem.,5,"""apple watch wa wonderfully received by my sister .', 'she love it and the apple ecosystem .""","`` apple watch wa wonderfully received by my sister . ' , 'she love it and the apple ecosystem . ''",0,0,0,0,0,0,0,0,0
689,15968,15969,review,"i wanted an apple watch for 3 years, i can finally afford it and the price was reasonable",5,"""i wanted an apple watch for 3 year ,', 'i can finally afford it and the price wa reasonable""","`` i wanted an apple watch for 3 year , ' , ' i can finally afford it and the price wa reasonable ''",0,0,0,0,0,0,0,0,0
690,16006,16007,review,upgraded from fitbit to this apple watch. love it! so many more functions and apps!,5,"""upgraded from fitbit to this apple watch .', 'love it !', 'so many more function and apps !""","`` upgraded from fitbit to this apple watch . ' , 'love it ! ' , 'so many more function and apps ! ''",0,0,0,0,0,0,0,0,0
691,16340,16341,review,i love the apple watch. definitely worth the invest for me. easy to track workouts.,5,"""i love the apple watch .', 'definitely worth the invest for me .', 'easy to track workout .""","`` i love the apple watch . ' , 'definitely worth the invest for me . ' , 'easy to track workout . ''",0,0,0,1,0,0,0,0,0
692,16790,16791,review,"since apple watch, i don\u2019t use any other watch. it\u2019s helpful at work and social life.",5,"""since apple watch , i don't use any other watch .', 'it's helpful at work and social life .""","`` since apple watch , i do n't use any other watch . ' , 'it 's helpful at work and social life . ''",0,0,0,0,0,0,1,0,0
693,17325,17326,review,i love my apple watch! it is compatible with all my apple devices and it\u2019s easy to use.,5,"""i love my apple watch !', 'it is compatible with all my apple device and it's easy to use .""","`` i love my apple watch ! ' , 'it is compatible with all my apple device and it 's easy to use . ''",0,0,0,1,0,0,0,0,0
694,17795,17796,review,one of the best apple watch ever purchased. happy with the deal i got from best buy :),5,"""one of the best apple watch ever purchased .', 'happy with the deal i got from best buy : )""","`` one of the best apple watch ever purchased . ' , 'happy with the deal i got from best buy : ) ''",1,0,0,0,0,0,0,0,0
695,17962,17963,review,"easily worth it, best watch i've currently owned. way better than my apple watch 4",5,"""easily worth it ,', ""best watch i 've currently owned ."", 'way better than my apple watch 4""","`` easily worth it , ' , `` best watch i 've currently owned . `` , 'way better than my apple watch 4 ''",0,0,0,0,0,0,0,0,0
696,18100,18101,review,purchased as a gift and she loves it! dresses up her apple watch for work and outings.,5,"""purchased a a gift', 'and she love it !', 'dresses up her apple watch for work and outing .""","`` purchased a a gift ' , 'and she love it ! ' , 'dresses up her apple watch for work and outing . ''",0,0,0,0,0,0,0,0,0
697,18171,18172,review,i found this on sale for $239 and couldn't pass up on that great offer for an apple watch.,5,"""i found this on sale for $ 239 and couldn't pas up on that great offer for an apple watch .""",`` i found this on sale for $ 239 and could n't pa up on that great offer for an apple watch . '',0,0,0,0,0,0,0,0,0
698,18182,18183,review,i found this on sale for $239 and couldn\u2019t pass up on that great offer for an apple watch.,5,"""i found this on sale for $ 239 and couldn't pas up on that great offer for an apple watch .""",`` i found this on sale for $ 239 and could n't pa up on that great offer for an apple watch . '',0,0,0,0,0,0,0,0,0
699,18262,18263,review,upgraded my apple watch 3 to this latest series 5 and i can really feel the difference.,5,"""upgraded my apple watch 3 to this latest series 5', 'and i can really feel the difference .""","`` upgraded my apple watch 3 to this latest series 5 ' , 'and i can really feel the difference . ''",0,0,0,0,0,0,0,0,0
700,18377,18378,review,love the apple watch...not as user-friendly as the fitbit in my opinion but has convenient features.,5,"""love the apple watch ... not a user-friendly a the fitbit in my opinion but ha convenient .""",`` love the apple watch ... not a user-friendly a the fitbit in my opinion but ha convenient . '',0,0,0,0,0,0,0,0,0
701,18584,18585,review,love this apple watch. i bought it open box and it\u2019s great. nothing wrong with it.,5,"""love this apple watch .', 'i bought it open box and it's great .', 'nothing wrong with it .""","`` love this apple watch . ' , ' i bought it open box and it 's great . ' , 'nothing wrong with it . ''",0,0,0,0,0,0,0,0,0
702,18784,18785,review,apple watch is a wonderful product and its good. i will tell all my families to go for us.,5,"""apple watch is a wonderful product and it good .', 'i will tell all my family to go for u .""","`` apple watch is a wonderful product and it good . ' , ' i will tell all my family to go for u . ''",0,0,0,0,0,0,0,0,0
703,18905,18906,review,upgraded from my apple watch 3 to this 5 . it's exactly what i needed. a must have.,5,"""upgraded from my apple watch 3 to this 5 .', 'it's exactly what i needed .', 'a must have .""","`` upgraded from my apple watch 3 to this 5 . ' , 'it 's exactly what i needed . ' , ' a must have . ''",0,0,0,0,0,0,0,0,0
704,18929,18930,review,good battery life and quality. way after than my apple watch 2. would recommend to anyone.,5,"""good battery life and .', 'way after than my apple watch 2 .', 'would recommend to anyone .""","`` good battery life and . ' , 'way after than my apple watch 2 . ' , 'would recommend to anyone . ''",0,0,0,0,0,0,0,1,0
705,18947,18948,review,upgraded from my apple watch 3 to this 5 . it\u2019s exactly what i needed. a must have.,5,"""upgraded from my apple watch 3 to this 5 .', 'it's exactly what i needed .', 'a must have .""","`` upgraded from my apple watch 3 to this 5 . ' , 'it 's exactly what i needed . ' , ' a must have . ''",0,0,0,0,0,0,0,0,0
706,19053,19054,review,"i like the newer version of this apple watch is, it does most this for me, e.g my bps.",5,"""i like the newer version of this apple watch is ,', 'it doe most this for me , e.g my bps .""","`` i like the newer version of this apple watch is , ' , 'it doe most this for me , e.g my bps . ''",0,0,0,0,0,0,0,0,0
707,19150,19151,review,love the apple watch and the ease of the compatibility with my apple phone and apple ipad.,5,"""love the apple watch and the ease of the compatibility with my apple phone and apple ipad .""",`` love the apple watch and the ease of the compatibility with my apple phone and apple ipad . '',0,0,0,0,0,0,0,0,0
708,19272,19273,review,i love my apple watch and it came just as the pic shows no scratches or anything works perf!,5,"""i love my apple watch', 'and it came just a the pic show no scratch or anything work perf !""","`` i love my apple watch ' , 'and it came just a the pic show no scratch or anything work perf ! ''",0,0,0,0,0,0,0,0,0
709,19372,19373,review,"can't go wrong with an apple watch, quality product, ease of use! apple knows how to wow you!",5,"""can't go wrong with an apple watch , product , ease of use !', 'apple know how to wow you !""","`` ca n't go wrong with an apple watch , product , ease of use ! ' , 'apple know how to wow you ! ''",0,0,0,0,0,0,0,0,0
710,19396,19397,review,"can\u2019t go wrong with an apple watch, quality product, ease of use! apple knows how to wow you!",5,"""can't go wrong with an apple watch , product , ease of use !', 'apple know how to wow you !""","`` ca n't go wrong with an apple watch , product , ease of use ! ' , 'apple know how to wow you ! ''",0,0,0,0,0,0,0,0,0
711,19753,19754,review,this is a nice leather strap for the apple watch. it looks amazing. i recommend it.,5,"""this is a nice leather strap for the apple watch .', 'it look amazing .', 'i recommend it .""","`` this is a nice leather strap for the apple watch . ' , 'it look amazing . ' , ' i recommend it . ''",0,0,0,0,1,0,0,0,0
712,20204,20205,review,"works great with my apple watch. everything is on the screen at once, i live that.",5,"""works great with my apple watch .', 'everything is on the screen at once ,', 'i live that .""","`` work great with my apple watch . ' , 'everything is on the screen at once , ' , ' i live that . ''",0,0,0,0,0,0,0,0,0
715,20814,20815,review,"when the apple watch first appeared on the shelves, i was very skeptical. i thought \",5,"""when the apple watch first appeared on the shelf ,', 'i wa very skeptical .', 'i thought \\""","`` when the apple watch first appeared on the shelf , ' , ' i wa very skeptical . ' , ' i thought \\ ''",0,0,0,0,0,0,0,0,0
716,20882,20883,review,"wife got an upgraded apple watch, so we upgraded these also. think she is spoiled!",5,"""wife got an upgraded apple watch ,', 'so we upgraded these also .', 'think she is spoiled !""","`` wife got an upgraded apple watch , ' , 'so we upgraded these also . ' , 'think she is spoiled ! ''",0,0,0,0,0,0,0,0,0
717,20945,20946,review,first time using apple watch. looks good and very convenient compared to fitbit watch.,5,"""first time using apple watch .', 'looks good and very convenient compared to fitbit watch .""","`` first time using apple watch . ' , 'looks good and very convenient compared to fitbit watch . ''",0,0,0,0,0,0,0,0,0
718,21211,21212,review,love the apple watch. great exercise tracker as well as for text messages and phone calls.,5,"""love the apple watch .', 'great exercise tracker a well a for text message and phone call .""","`` love the apple watch . ' , 'great exercise tracker a well a for text message and phone call . ''",0,0,0,0,0,0,0,0,0
719,21417,21418,review,everything you want your apple watch to be. happy to get 6 months of apple fitness+ free,5,"""everything you want your apple watch to be .', 'happy to get 6 month of apple fitness+ free""","`` everything you want your apple watch to be . ' , 'happy to get 6 month of apple fitness+ free ''",1,0,0,0,0,0,0,0,0
720,22194,22195,review,good apple watch. useful and small for easy use. comes in multiple colors and sizes.,5,"""good apple watch .', 'useful and small for easy use .', 'comes in multiple color and size .""","`` good apple watch . ' , 'useful and small for easy use . ' , 'comes in multiple color and size . ''",0,0,0,1,1,0,0,0,0
721,22614,22615,review,"it watch is very good, i think! i will tell all my friends about the new apple watch",5,"""it watch is very good ,', 'i think !', 'i will tell all my friend about the new apple watch""","`` it watch is very good , ' , ' i think ! ' , ' i will tell all my friend about the new apple watch ''",0,0,0,0,0,0,0,0,0
722,23677,23678,review,"apple watch , i use every day for work and sports and still intact (with protections)",5,"""apple watch , i use every day for work and sport', 'and still intact', '( with protection )""","`` apple watch , i use every day for work and sport ' , 'and still intact ' , ' ( with protection ) ''",0,0,0,0,0,0,0,0,0
